"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"caseD_0","0007e2f4","Instruction Label","switchD_0007e2ed","Analysis","2","0"
"caseD_1","0007e312","Instruction Label","switchD_0007e2ed","Analysis","2","0"
"caseD_2","0007e31f","Instruction Label","switchD_0007e2ed","Analysis","2","0"
"caseD_3","0007e37a","Instruction Label","switchD_0007e2ed","Analysis","2","0"
"caseD_4","0007e444","Instruction Label","switchD_0007e2ed","Analysis","8","0"
"switchdataD_0007e494","0007e494","Data Label","switchD_0007e2ed","Analysis","1","0"
"FUN_0007e4b0","0007e4b0","Function","Global","Default","1","0"
"FUN_0007e5b0","0007e5b0","Function","Global","Default","1","0"
"FUN_0007e6d0","0007e6d0","Function","Global","Default","1","0"
"FUN_0007ea40","0007ea40","Function","Global","Default","1","0"
"FUN_0007eb30","0007eb30","Function","Global","Default","1","0"
"FUN_0007f670","0007f670","Function","Global","Default","1","0"
"FUN_0007f6b0","0007f6b0","Function","Global","Default","2","0"
"FUN_0007f6f0","0007f6f0","Function","Global","Default","1","0"
"switchD","0007f8cf","Instruction Label","switchD_0007f8cf","Analysis","0","0"
"caseD_0","0007f8d6","Instruction Label","switchD_0007f8cf","Analysis","2","0"
"caseD_2","0007f8f4","Instruction Label","switchD_0007f8cf","Analysis","2","0"
"caseD_1","0007f928","Instruction Label","switchD_0007f8cf","Analysis","2","0"
"caseD_3","0007f93f","Instruction Label","switchD_0007f8cf","Analysis","2","0"
"caseD_4","0007f971","Instruction Label","switchD_0007f8cf","Analysis","6","0"
"switchdataD_0007f9c4","0007f9c4","Data Label","switchD_0007f8cf","Analysis","1","0"
"FUN_0007f9e0","0007f9e0","Function","Global","Default","1","0"
"switchD","0007fb09","Instruction Label","switchD_0007fb09","Analysis","0","0"
"caseD_0","0007fb10","Instruction Label","switchD_0007fb09","Analysis","2","0"
"caseD_1","0007fb44","Instruction Label","switchD_0007fb09","Analysis","2","0"
"caseD_2","0007fb4d","Instruction Label","switchD_0007fb09","Analysis","2","0"
"caseD_3","0007fb5f","Instruction Label","switchD_0007fb09","Analysis","2","0"
"caseD_4","0007fb71","Instruction Label","switchD_0007fb09","Analysis","2","0"
"caseD_5","0007fba0","Instruction Label","switchD_0007fb09","Analysis","3","0"
"switchdataD_0007fbac","0007fbac","Data Label","switchD_0007fb09","Analysis","1","0"
"FUN_0007fbc0","0007fbc0","Function","Global","Default","2","0"
"FUN_0007fce0","0007fce0","Function","Global","Default","1","0"
"FUN_0007fd70","0007fd70","Function","Global","Default","1","0"
"FUN_0007fdc0","0007fdc0","Function","Global","Default","1","0"
"FUN_000801a0","000801a0","Function","Global","Default","1","0"
"FUN_000806a0","000806a0","Function","Global","Default","1","0"
"FUN_00080880","00080880","Function","Global","Default","3","0"
"FUN_00080950","00080950","Function","Global","Default","1","0"
"FUN_00080dc0","00080dc0","Function","Global","Default","1","0"
"FUN_00081280","00081280","Function","Global","Default","1","0"
"switchD","00081470","Instruction Label","switchD_00081470","Analysis","0","0"
"caseD_0","00081477","Instruction Label","switchD_00081470","Analysis","2","0"
"caseD_2","00081499","Instruction Label","switchD_00081470","Analysis","2","0"
"caseD_1","000814f4","Instruction Label","switchD_00081470","Analysis","2","0"
"caseD_3","00081500","Instruction Label","switchD_00081470","Analysis","2","0"
"caseD_4","000815ac","Instruction Label","switchD_00081470","Analysis","2","0"
"caseD_5","000815df","Instruction Label","switchD_00081470","Analysis","7","0"
"switchdataD_00081630","00081630","Data Label","switchD_00081470","Analysis","1","0"
"FUN_00081650","00081650","Function","Global","Default","1","0"
"FUN_000817a0","000817a0","Function","Global","Default","1","0"
"FUN_00081870","00081870","Function","Global","Default","1","0"
"FUN_00081f50","00081f50","Function","Global","Default","0","0"
"FUN_00081ff0","00081ff0","Function","Global","Default","1","0"
"switchD","0008205d","Instruction Label","switchD_0008205d","Analysis","0","0"
"caseD_0","00082064","Instruction Label","switchD_0008205d","Analysis","2","0"
"caseD_1","00082078","Instruction Label","switchD_0008205d","Analysis","2","0"
"caseD_2","0008208c","Instruction Label","switchD_0008205d","Analysis","2","0"
"caseD_3","000820a0","Instruction Label","switchD_0008205d","Analysis","2","0"
"caseD_4","000820c7","Instruction Label","switchD_0008205d","Analysis","5","0"
"switchdataD_00082108","00082108","Data Label","switchD_0008205d","Analysis","1","0"
"FUN_00082120","00082120","Function","Global","Default","1","0"
"FUN_00082170","00082170","Function","Global","Default","1","0"
"switchD","000822f7","Instruction Label","switchD_000822f7","Analysis","0","0"
"caseD_0","000822fe","Instruction Label","switchD_000822f7","Analysis","2","0"
"caseD_2","0008231c","Instruction Label","switchD_000822f7","Analysis","2","0"
"caseD_1","00082368","Instruction Label","switchD_000822f7","Analysis","2","0"
"caseD_3","0008238d","Instruction Label","switchD_000822f7","Analysis","2","0"
"caseD_4","000826c5","Instruction Label","switchD_000822f7","Analysis","3","0"
"caseD_5","000826c5","Instruction Label","switchD_000822f7","Analysis","0","0"
"caseD_6","000826ea","Instruction Label","switchD_000822f7","Analysis","2","0"
"caseD_7","0008272d","Instruction Label","switchD_000822f7","Analysis","14","0"
"switchdataD_00082784","00082784","Data Label","switchD_000822f7","Analysis","1","0"
"FUN_000827a0","000827a0","Function","Global","Default","1","0"
"FUN_000828c0","000828c0","Function","Global","Default","1","0"
"FUN_00082c30","00082c30","Function","Global","Default","1","0"
"FUN_00082d60","00082d60","Function","Global","Default","1","0"
"FUN_00082e90","00082e90","Function","Global","Default","1","0"
"FUN_00082ec0","00082ec0","Function","Global","Default","1","0"
"FUN_00082f50","00082f50","Function","Global","Default","1","0"
"FUN_00083150","00083150","Function","Global","Default","1","0"
"FUN_00083190","00083190","Function","Global","Default","1","0"
"switchD","00083389","Instruction Label","switchD_00083389","Analysis","0","0"
"caseD_0","00083390","Instruction Label","switchD_00083389","Analysis","2","0"
"caseD_2","000833aa","Instruction Label","switchD_00083389","Analysis","2","0"
"caseD_1","000833e3","Instruction Label","switchD_00083389","Analysis","2","0"
"caseD_3","00083413","Instruction Label","switchD_00083389","Analysis","2","0"
"caseD_4","000834ea","Instruction Label","switchD_00083389","Analysis","7","0"
"switchdataD_0008353c","0008353c","Data Label","switchD_00083389","Analysis","1","0"
"FUN_0008357b","0008357b","Function","Global","Default","1","0"
"FUN_00083600","00083600","Function","Global","Default","1","0"
"FUN_00083750","00083750","Function","Global","Default","1","0"
"FUN_000838c0","000838c0","Function","Global","Default","1","0"
"FUN_00083a60","00083a60","Function","Global","Default","1","0"
"FUN_00083b00","00083b00","Function","Global","Default","1","0"
"FUN_00083be0","00083be0","Function","Global","Default","1","0"
"FUN_00083d10","00083d10","Function","Global","Default","1","0"
"FUN_00083d60","00083d60","Function","Global","Default","1","0"
"FUN_00083dd0","00083dd0","Function","Global","Default","1","0"
"FUN_000840e0","000840e0","Function","Global","Default","1","0"
"FUN_00084170","00084170","Function","Global","Default","1","0"
"FUN_00084190","00084190","Function","Global","Default","1","0"
"FUN_000844a0","000844a0","Function","Global","Default","1","0"
"FUN_00084560","00084560","Function","Global","Default","1","0"
"FUN_00084660","00084660","Function","Global","Default","1","0"
"FUN_00084980","00084980","Function","Global","Default","1","0"
"FUN_000849b0","000849b0","Function","Global","Default","1","0"
"FUN_00084a10","00084a10","Function","Global","Default","1","0"
"FUN_00084b30","00084b30","Function","Global","Default","1","0"
"FUN_00084ba0","00084ba0","Function","Global","Default","2","0"
"FUN_00084e50","00084e50","Function","Global","Default","1","0"
"FUN_00084eb0","00084eb0","Function","Global","Default","1","0"
"FUN_00084fb0","00084fb0","Function","Global","Default","1","0"
"FUN_00085050","00085050","Function","Global","Default","1","0"
"FUN_000852f0","000852f0","Function","Global","Default","1","0"
"FUN_00085420","00085420","Function","Global","Default","1","0"
"FUN_00085560","00085560","Function","Global","Default","1","0"
"FUN_000855b0","000855b0","Function","Global","Default","1","0"
"FUN_000855d0","000855d0","Function","Global","Default","1","0"
"FUN_00085640","00085640","Function","Global","Default","1","0"
"FUN_000857f0","000857f0","Function","Global","Default","1","0"
"FUN_000858b0","000858b0","Function","Global","Default","1","0"
"FUN_00085980","00085980","Function","Global","Default","1","0"
"FUN_00085e90","00085e90","Function","Global","Default","1","0"
"FUN_00085fd0","00085fd0","Function","Global","Default","1","0"
"FUN_00086000","00086000","Function","Global","Default","1","0"
"FUN_00086280","00086280","Function","Global","Default","1","0"
"FUN_00086430","00086430","Function","Global","Default","1","0"
"FUN_00086470","00086470","Function","Global","Default","1","0"
"FUN_000864c0","000864c0","Function","Global","Default","1","0"
"FUN_00086580","00086580","Function","Global","Default","1","0"
"FUN_00086680","00086680","Function","Global","Default","1","0"
"FUN_00086750","00086750","Function","Global","Default","1","0"
"FUN_000868d0","000868d0","Function","Global","Default","1","0"
"FUN_00086ad0","00086ad0","Function","Global","Default","1","0"
"FUN_00087090","00087090","Function","Global","Default","1","0"
"FUN_00087260","00087260","Function","Global","Default","1","0"
"FUN_000872d0","000872d0","Function","Global","Default","1","0"
"FUN_00087310","00087310","Function","Global","Default","1","0"
"FUN_00087370","00087370","Function","Global","Default","1","0"
"FUN_00087460","00087460","Function","Global","Default","1","0"
"FUN_00087680","00087680","Function","Global","Default","1","0"
"FUN_000878a0","000878a0","Function","Global","Default","1","0"
"FUN_000879f0","000879f0","Function","Global","Default","1","0"
"FUN_00087a50","00087a50","Function","Global","Default","1","0"
"FUN_00087b60","00087b60","Function","Global","Default","1","0"
"FUN_00087c50","00087c50","Function","Global","Default","1","0"
"FUN_00087d50","00087d50","Function","Global","Default","1","0"
"FUN_00087e20","00087e20","Function","Global","Default","1","0"
"FUN_00087f30","00087f30","Function","Global","Default","1","0"
"FUN_00088170","00088170","Function","Global","Default","1","0"
"FUN_00088210","00088210","Function","Global","Default","1","0"
"FUN_000884b0","000884b0","Function","Global","Default","1","0"
"FUN_00088960","00088960","Function","Global","Default","2","0"
"FUN_00088cc0","00088cc0","Function","Global","Default","1","0"
"switchD","00088cec","Instruction Label","switchD_00088cec","Analysis","0","0"
"caseD_4","00088cf3","Instruction Label","switchD_00088cec","Analysis","2","0"
"caseD_2","00088d06","Instruction Label","switchD_00088cec","Analysis","2","0"
"caseD_c","00088d19","Instruction Label","switchD_00088cec","Analysis","0","0"
"caseD_b","00088d19","Instruction Label","switchD_00088cec","Analysis","0","0"
"caseD_3","00088d19","Instruction Label","switchD_00088cec","Analysis","2","0"
"caseD_6","00088d19","Instruction Label","switchD_00088cec","Analysis","0","0"
"caseD_5","00088d44","Instruction Label","switchD_00088cec","Analysis","3","0"
"caseD_8","00088d44","Instruction Label","switchD_00088cec","Analysis","0","0"
"caseD_9","00088d44","Instruction Label","switchD_00088cec","Analysis","0","0"
"caseD_a","00088d44","Instruction Label","switchD_00088cec","Analysis","0","0"
"caseD_7","00088d44","Instruction Label","switchD_00088cec","Analysis","0","0"
"switchdataD_00088d58","00088d58","Data Label","switchD_00088cec","Analysis","1","0"
"switchdataD_00088d68","00088d68","Data Label","switchD_00088cec","Analysis","0","0"
"FUN_00088f60","00088f60","Function","Global","Default","1","0"
"FUN_00089100","00089100","Function","Global","Default","1","0"
"FUN_00089230","00089230","Function","Global","Default","1","0"
"FUN_000897c0","000897c0","Function","Global","Default","1","0"
"FUN_00089930","00089930","Function","Global","Default","1","0"
"FUN_00089990","00089990","Function","Global","Default","1","0"
"FUN_00089aa0","00089aa0","Function","Global","Default","1","0"
"FUN_0008a0b0","0008a0b0","Function","Global","Default","1","0"
"FUN_0008a140","0008a140","Function","Global","Default","1","0"
"FUN_0008a220","0008a220","Function","Global","Default","1","0"
"FUN_0008a370","0008a370","Function","Global","Default","1","0"
"FUN_0008a4f0","0008a4f0","Function","Global","Default","1","0"
"FUN_0008a750","0008a750","Function","Global","Default","1","0"
"FUN_0008a8d0","0008a8d0","Function","Global","Default","1","0"
"FUN_0008ac30","0008ac30","Function","Global","Default","1","0"
"FUN_0008ad80","0008ad80","Function","Global","Default","1","0"
"FUN_0008add0","0008add0","Function","Global","Default","1","0"
"FUN_0008af10","0008af10","Function","Global","Default","1","0"
"switchD","0008af32","Instruction Label","switchD_0008af32","Analysis","0","0"
"caseD_6","0008af39","Instruction Label","switchD_0008af32","Analysis","2","0"
"caseD_1","0008af46","Instruction Label","switchD_0008af32","Analysis","2","0"
"caseD_2","0008af53","Instruction Label","switchD_0008af32","Analysis","2","0"
"caseD_3","0008af60","Instruction Label","switchD_0008af32","Analysis","2","0"
"caseD_4","0008af6d","Instruction Label","switchD_0008af32","Analysis","2","0"
"caseD_5","0008af7a","Instruction Label","switchD_0008af32","Analysis","2","0"
"caseD_6","0008af86","Instruction Label","switchD_0008af32","Analysis","2","0"
"switchdataD_0008af88","0008af88","Data Label","switchD_0008af32","Analysis","1","0"
"FUN_0008b020","0008b020","Function","Global","Default","1","0"
"FUN_0008b0a0","0008b0a0","Function","Global","Default","1","0"
"FUN_0008b190","0008b190","Function","Global","Default","1","0"
"switchD","0008b1b4","Instruction Label","switchD_0008b1b4","Analysis","0","0"
"caseD_6","0008b1bb","Instruction Label","switchD_0008b1b4","Analysis","2","0"
"caseD_2","0008b1c3","Instruction Label","switchD_0008b1b4","Analysis","2","0"
"caseD_3","0008b1d1","Instruction Label","switchD_0008b1b4","Analysis","2","0"
"caseD_5","0008b1d9","Instruction Label","switchD_0008b1b4","Analysis","0","0"
"caseD_4","0008b1d9","Instruction Label","switchD_0008b1b4","Analysis","3","0"
"caseD_5","0008b1e5","Instruction Label","switchD_0008b1b4","Analysis","3","0"
"switchdataD_0008b1fc","0008b1fc","Data Label","switchD_0008b1b4","Analysis","1","0"
"FUN_0008b210","0008b210","Function","Global","Default","1","0"
"FUN_0008b5f0","0008b5f0","Function","Global","Default","1","0"
"FUN_0008b6d0","0008b6d0","Function","Global","Default","1","0"
"FUN_0008b880","0008b880","Function","Global","Default","1","0"
"FUN_0008b910","0008b910","Function","Global","Default","1","0"
"FUN_0008ba60","0008ba60","Function","Global","Default","1","0"
"switchD","0008ba82","Instruction Label","switchD_0008ba82","Analysis","0","0"
"caseD_6","0008ba89","Instruction Label","switchD_0008ba82","Analysis","2","0"
"caseD_1","0008ba96","Instruction Label","switchD_0008ba82","Analysis","2","0"
"caseD_3","0008baa3","Instruction Label","switchD_0008ba82","Analysis","2","0"
"caseD_5","0008bab0","Instruction Label","switchD_0008ba82","Analysis","0","0"
"caseD_4","0008bab0","Instruction Label","switchD_0008ba82","Analysis","3","0"
"caseD_2","0008babd","Instruction Label","switchD_0008ba82","Analysis","3","0"
"switchdataD_0008badc","0008badc","Data Label","switchD_0008ba82","Analysis","1","0"
"FUN_0008bb00","0008bb00","Function","Global","Default","1","0"
"FUN_0008bbb0","0008bbb0","Function","Global","Default","1","0"
"FUN_0008bc10","0008bc10","Function","Global","Default","1","0"
"FUN_0008bc70","0008bc70","Function","Global","Default","1","0"
"FUN_0008bd00","0008bd00","Function","Global","Default","1","0"
"FUN_0008bd40","0008bd40","Function","Global","Default","1","0"
"FUN_0008be20","0008be20","Function","Global","Default","1","0"
"switchD","0008be42","Instruction Label","switchD_0008be42","Analysis","0","0"
"caseD_6","0008be49","Instruction Label","switchD_0008be42","Analysis","2","0"
"caseD_1","0008be56","Instruction Label","switchD_0008be42","Analysis","2","0"
"caseD_2","0008be63","Instruction Label","switchD_0008be42","Analysis","2","0"
"caseD_4","0008be70","Instruction Label","switchD_0008be42","Analysis","3","0"
"caseD_5","0008be70","Instruction Label","switchD_0008be42","Analysis","0","0"
